"timestamp","date","day","hr","location","price","last4ccnum","wkday","loyaltynum","ccard","cardtype","VehID","Department"
2014-01-13 12:00:00,2014-01-13,13,12,"Bean There",10.37,"1874","Monday","L4424","1874","both","14","Engineering"
2014-01-13 13:40:00,2014-01-13,13,13,"Katerina Cafe",8.29,"1874","Monday","L4424","1874","both","14","Engineering"
2014-01-13 21:00:00,2014-01-13,13,21,"Katerina Cafe",27.59,"1874","Monday","L4424","1874","both","14","Engineering"
2014-01-14 07:54:00,2014-01-14,14,7,"Hallowed Grounds",19.99,"1874","Tuesday","L4424","1874","both","14","Engineering"
2014-01-14 13:44:00,2014-01-14,14,13,"Guy Gyros",16.35,"1874","Tuesday","L4424","1874","both","14","Engineering"
2014-01-14 20:26:00,2014-01-14,14,20,"Katerina Cafe",12.65,"1874","Tuesday","L4424","1874","both","14","Engineering"
2014-01-15 13:35:00,2014-01-15,15,13,"Kalami Kafenion",26.17,"1874","Wednesday","L4424","1874","both","14","Engineering"
2014-01-15 20:33:00,2014-01-15,15,20,"Frydos Autosupply",18.66,"1874","Wednesday",NA,"1874","credit","14","Engineering"
2014-01-16 07:54:00,2014-01-16,16,7,"Hallowed Grounds",7.22,"1874","Thursday","L4424","1874","both","14","Engineering"
2014-01-16 13:48:00,2014-01-16,16,13,"Gelatogalore",32.4,"1874","Thursday","L4424","1874","both","14","Engineering"
2014-01-16 19:45:00,2014-01-16,16,19,"Frydos Autosupply",53.37,"1874","Thursday","L4424","1874","both","14","Engineering"
2014-01-17 07:52:00,2014-01-17,17,7,"Hallowed Grounds",18.6,"1874","Friday","L4424","1874","both","14","Engineering"
2014-01-17 13:51:00,2014-01-17,17,13,"Kalami Kafenion",20.02,"1874","Friday","L4424","1874","both","14","Engineering"
2014-01-18 13:28:00,2014-01-18,18,13,"Guy Gyros",27.4,"1874","Saturday","L4424","1874","both","14","Engineering"
2014-01-18 15:32:00,2014-01-18,18,15,"Frydos Autosupply",361.54,"1874","Saturday",NA,"1874","credit","14","Engineering"
2014-01-18 19:31:00,2014-01-18,18,19,"Katerina Cafe",22.74,"1874","Saturday","L4424","1874","both","14","Engineering"
2014-01-19 20:05:00,2014-01-19,19,20,"Katerina Cafe",33.79,"1874","Sunday","L4424","1874","both","14","Engineering"
NA,2014-01-18,18,NA,"Frydos Autosupply",281.54,NA,"Saturday","L4424","1874","loyalty","14","Engineering"
NA,2014-01-07,7,NA,"Gelatogalore",31.77,NA,"Tuesday","L4424","1874","loyalty","14","Engineering"
NA,2014-01-09,9,NA,"Hallowed Grounds",17.84,NA,"Thursday","L4424","1874","loyalty","14","Engineering"
NA,2014-01-11,11,NA,"Katerina Cafe",17.6,NA,"Saturday","L4424","1874","loyalty","14","Engineering"
NA,2014-01-12,12,NA,"Katerina Cafe",27.09,NA,"Sunday","L4424","1874","loyalty","14","Engineering"
2014-01-06 12:00:00,2014-01-06,6,12,"Bean There",8.54,"1877","Monday","L3014","1877","both","9","Engineering"
2014-01-06 13:57:00,2014-01-06,6,13,"Hippokampos",8.64,"1877","Monday","L3014","1877","both","9","Engineering"
2014-01-06 20:36:00,2014-01-06,6,20,"Hippokampos",26.8,"1877","Monday","L3014","1877","both","9","Engineering"
2014-01-07 12:00:00,2014-01-07,7,12,"Bean There",53.89,"1877","Tuesday",NA,"1877","credit","9","Engineering"
2014-01-07 13:45:00,2014-01-07,7,13,"Kalami Kafenion",22.83,"1877","Tuesday","L3014","1877","both","9","Engineering"
2014-01-07 20:01:00,2014-01-07,7,20,"Hippokampos",20.17,"1877","Tuesday","L3014","1877","both","9","Engineering"
2014-01-08 12:00:00,2014-01-08,8,12,"Bean There",8.06,"1877","Wednesday",NA,"1877","credit","9","Engineering"
2014-01-08 13:47:00,2014-01-08,8,13,"Katerina Cafe",27.05,"1877","Wednesday",NA,"1877","credit","9","Engineering"
2014-01-09 12:00:00,2014-01-09,9,12,"Bean There",4.06,"1877","Thursday","L3014","1877","both","9","Engineering"
2014-01-09 14:06:00,2014-01-09,9,14,"Katerina Cafe",8.01,"1877","Thursday","L3014","1877","both","9","Engineering"
2014-01-09 20:15:00,2014-01-09,9,20,"Hippokampos",70.68,"1877","Thursday",NA,"1877","credit","9","Engineering"
2014-01-10 12:00:00,2014-01-10,10,12,"Bean There",13.41,"1877","Friday","L3014","1877","both","9","Engineering"
2014-01-10 13:50:00,2014-01-10,10,13,"Ouzeri Elian",15.25,"1877","Friday","L3014","1877","both","9","Engineering"
2014-01-11 19:33:00,2014-01-11,11,19,"Hippokampos",11.13,"1877","Saturday",NA,"1877","credit","9","Engineering"
2014-01-12 19:58:00,2014-01-12,12,19,"Albert Clothing",63.36,"1877","Sunday","L3014","1877","both","9","Engineering"
2014-01-13 12:00:00,2014-01-13,13,12,"Bean There",19.56,"1877","Monday","L3014","1877","both","9","Engineering"
2014-01-13 14:06:00,2014-01-13,13,14,"Ouzeri Elian",29.75,"1877","Monday","L3014","1877","both","9","Engineering"
2014-01-14 12:00:00,2014-01-14,14,12,"Bean There",14.56,"1877","Tuesday",NA,"1877","credit","9","Engineering"
2014-01-14 13:49:00,2014-01-14,14,13,"Gelatogalore",70.98,"1877","Tuesday",NA,"1877","credit","9","Engineering"
2014-01-15 12:00:00,2014-01-15,15,12,"Bean There",93.13,"1877","Wednesday",NA,"1877","credit","9","Engineering"
2014-01-15 13:42:00,2014-01-15,15,13,"Hippokampos",32.4,"1877","Wednesday","L3014","1877","both","9","Engineering"
2014-01-15 20:24:00,2014-01-15,15,20,"Hippokampos",16.37,"1877","Wednesday","L3014","1877","both","9","Engineering"
2014-01-16 12:00:00,2014-01-16,16,12,"Bean There",5.56,"1877","Thursday","L3014","1877","both","9","Engineering"
2014-01-16 14:05:00,2014-01-16,16,14,"Guy Gyros",32.8,"1877","Thursday","L3014","1877","both","9","Engineering"
2014-01-16 20:45:00,2014-01-16,16,20,"Shoppers Delight",160.69,"1877","Thursday",NA,"1877","credit","9","Engineering"
2014-01-17 12:00:00,2014-01-17,17,12,"Bean There",19.56,"1877","Friday","L3014","1877","both","9","Engineering"
2014-01-17 13:58:00,2014-01-17,17,13,"Hippokampos",21.81,"1877","Friday",NA,"1877","credit","9","Engineering"
2014-01-18 13:21:00,2014-01-18,18,13,"Hippokampos",100.11,"1877","Saturday",NA,"1877","credit","9","Engineering"
2014-01-18 15:51:00,2014-01-18,18,15,"Frydos Autosupply",103.55,"1877","Saturday","L3014","1877","both","9","Engineering"
2014-01-18 20:23:00,2014-01-18,18,20,"Hippokampos",29.21,"1877","Saturday",NA,"1877","credit","9","Engineering"
NA,2014-01-07,7,NA,"Bean There",13.89,NA,"Tuesday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-15,15,NA,"Bean There",13.13,NA,"Wednesday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-14,14,NA,"Gelatogalore",10.98,NA,"Tuesday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-08,8,NA,"Hippokampos",12.62,NA,"Wednesday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-14,14,NA,"Hippokampos",10.71,NA,"Tuesday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-17,17,NA,"Hippokampos",10.14,NA,"Friday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-18,18,NA,"Hippokampos",20.11,NA,"Saturday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-19,19,NA,"Hippokampos",11.56,NA,"Sunday","L3014","1877","loyalty","9","Engineering"
NA,2014-01-16,16,NA,"Shoppers Delight",100.69,NA,"Thursday","L3014","1877","loyalty","9","Engineering"
2014-01-06 07:54:00,2014-01-06,6,7,"Coffee Cameleon",11.86,"2142","Monday","L9637","2142","both","25","Engineering"
2014-01-06 13:53:00,2014-01-06,6,13,"Katerina Cafe",36.95,"2142","Monday",NA,"2142","credit","25","Engineering"
2014-01-06 21:23:00,2014-01-06,6,21,"Frydos Autosupply",197.32,"2142","Monday","L9637","2142","both","25","Engineering"
2014-01-07 08:00:00,2014-01-07,7,8,"Coffee Cameleon",11.55,"2142","Tuesday","L9637","2142","both","25","Engineering"
2014-01-07 13:29:00,2014-01-07,7,13,"Ouzeri Elian",29.1,"2142","Tuesday","L9637","2142","both","25","Engineering"
2014-01-07 20:11:00,2014-01-07,7,20,"Katerina Cafe",10.07,"2142","Tuesday","L9637","2142","both","25","Engineering"
